time,close,capital,position,trade_pnl
2025-04-02 11:39:00,1932.98,748.125,-1.0,-1.0767073056679775
2025-04-02 11:40:00,1937.5,748.125,-1.0,-1.6623531566450256
2025-04-02 11:41:00,1938.34,748.125,-1.0,-1.7711899962071218
2025-04-02 11:42:00,1937.95,748.125,-1.0,-1.7206586064104459
2025-04-02 11:43:00,1938.61,748.125,-1.0,-1.806173266066368
2025-04-02 11:44:00,1942.25,748.125,-1.0,-2.2777995708355103
2025-04-02 11:45:00,1938.83,748.125,-1.0,-1.8346781526183518
2025-04-02 11:46:00,1940.86,748.125,-1.0,-2.0977005148934396
2025-04-02 11:47:00,1941.7,748.125,-1.0,-2.2065373544555653
2025-04-02 11:48:00,1943.88,748.125,-1.0,-2.4889948666524693
2025-04-02 11:49:00,1943.41,748.125,-1.0,-2.4280980635641445
2025-04-02 11:50:00,1945.98,995.00625,0.0,0.0
2025-04-02 11:51:00,1940.94,995.00625,0.0,0.0
2025-04-02 11:52:00,1938.44,995.00625,0.0,0.0
2025-04-02 11:53:00,1935.21,995.00625,0.0,0.0
2025-04-02 11:54:00,1934.5,995.00625,0.0,0.0
2025-04-02 11:55:00,1937.8,746.2546875,-1.0,0.0
2025-04-02 11:56:00,1937.49,746.2546875,-1.0,0.03979408833470246
2025-04-02 11:57:00,1931.88,746.2546875,-1.0,0.7599387191660447
2025-04-02 11:58:00,1934.12,746.2546875,-1.0,0.47239433894107535
2025-04-02 11:59:00,1933.72,746.2546875,-1.0,0.5237415496955217
2025-04-02 12:00:00,1931.94,746.2546875,-1.0,0.7522366375528822
2025-04-02 12:01:00,1932.37,746.2546875,-1.0,0.6970383859918545
2025-04-02 12:02:00,1930.4,746.2546875,-1.0,0.9499233989575632
2025-04-02 12:03:00,1929.41,746.2546875,-1.0,1.0770077455748623
2025-04-02 12:04:00,1928.76,746.2546875,-1.0,1.1604469630508778
2025-04-02 12:05:00,1929.68,746.2546875,-1.0,1.0423483783156016
2025-04-02 12:06:00,1927.41,746.2546875,-1.0,1.3337437993471815
2025-04-02 12:07:00,1929.13,746.2546875,-1.0,1.1129507931029836
2025-04-02 12:08:00,1928.25,746.2546875,-1.0,1.2259146567628179
2025-04-02 12:09:00,1928.27,746.2546875,-1.0,1.223347296225097
2025-04-02 12:10:00,1929.47,746.2546875,-1.0,1.0693056639616998
2025-04-02 12:11:00,1932.86,746.2546875,-1.0,0.6341380528176352
2025-04-02 12:12:00,1931.07,746.2546875,-1.0,0.8639168209438561
2025-04-02 12:13:00,1932.35,746.2546875,-1.0,0.6996057465295754
2025-04-02 12:14:00,1931.91,746.2546875,-1.0,0.7560876783594634
2025-04-02 12:15:00,1935.88,746.2546875,-1.0,0.2464666116214065
2025-04-02 12:16:00,1934.61,746.2546875,-1.0,0.409494005766856
2025-04-02 12:17:00,1933.99,746.2546875,-1.0,0.4890821824362609
2025-04-02 12:18:00,1933.52,746.2546875,-1.0,0.5494151550727594
2025-04-02 12:19:00,1930.29,746.2546875,-1.0,0.9640438819150571
2025-04-02 12:20:00,1928.85,746.2546875,-1.0,1.148893840631134
2025-04-02 12:21:00,1928.72,746.2546875,-1.0,1.1655816841263194
2025-04-02 12:22:00,1929.13,746.2546875,-1.0,1.1129507931029836
2025-04-02 12:23:00,1925.21,746.2546875,-1.0,1.6161534584967383
2025-04-02 12:24:00,1923.47,746.2546875,-1.0,1.8395138252786571
2025-04-02 12:25:00,1919.88,746.2546875,-1.0,2.3003550417999596
2025-04-02 12:26:00,1919.67,746.2546875,-1.0,2.3273123274460574
2025-04-02 12:27:00,1918.76,746.2546875,-1.0,2.444127231912473
2025-04-02 12:28:00,1920.85,746.2546875,-1.0,2.1758380557204102
2025-04-02 12:29:00,1917.43,746.2546875,-1.0,2.614856707671056
2025-04-02 12:30:00,1923.87,746.2546875,-1.0,1.7881666145242108
2025-04-02 12:31:00,1928.05,746.2546875,-1.0,1.2515882621400558
2025-04-02 12:32:00,1933.27,746.2546875,-1.0,0.5815071617942993
2025-04-02 12:33:00,1936.02,746.2546875,-1.0,0.2284950878573605
2025-04-02 12:34:00,1933.21,746.2546875,-1.0,0.5892092434074618
2025-04-02 12:35:00,1930.21,746.2546875,-1.0,0.9743133240659405
2025-04-02 12:36:00,1933.62,746.2546875,-1.0,0.5365783523841551
2025-04-02 12:37:00,1933.93,746.2546875,-1.0,0.4967842640494235
2025-04-02 12:38:00,1933.8,746.2546875,-1.0,0.5134721075446382
2025-04-02 12:39:00,1931.96,746.2546875,-1.0,0.7496692770151613
2025-04-02 12:40:00,1933.41,746.2546875,-1.0,0.5635356380302241
2025-04-02 12:41:00,1931.33,746.2546875,-1.0,0.8305411339534559
2025-04-02 12:42:00,1933.68,746.2546875,-1.0,0.5288762707709633
2025-04-02 12:43:00,1940.45,746.2546875,-1.0,-0.3401752712483345
2025-04-02 12:44:00,1940.27,746.2546875,-1.0,-0.3170690264088176
2025-04-02 12:45:00,1938.41,746.2546875,-1.0,-0.07830449640057367
2025-04-02 12:46:00,1941.83,746.2546875,-1.0,-0.5173231483512195
2025-04-02 12:47:00,1940.61,746.2546875,-1.0,-0.36071415555010133
2025-04-02 12:48:00,1942.08,746.2546875,-1.0,-0.5494151550727594
2025-04-02 12:49:00,1942.58,746.2546875,-1.0,-0.6135991685158392
2025-04-02 12:50:00,1941.96,746.2546875,-1.0,-0.5340109918464343
2025-04-02 12:51:00,1943.44,746.2546875,-1.0,-0.7239956716379528
2025-04-02 12:52:00,1946.44,746.2546875,-1.0,-1.1090997522964314
2025-04-02 12:53:00,1946.75,746.2546875,-1.0,-1.148893840631134
2025-04-02 12:54:00,1948.19,746.2546875,-1.0,-1.3337437993472105
2025-04-02 12:55:00,1945.2,746.2546875,-1.0,-0.9499233989575924
2025-04-02 12:56:00,1939.69,746.2546875,-1.0,-0.2426155708148544
2025-04-02 12:57:00,1939.81,746.2546875,-1.0,-0.25801973404117956
2025-04-02 12:58:00,1939.49,746.2546875,-1.0,-0.21694196543761665
2025-04-02 12:59:00,1939.49,746.2546875,-1.0,-0.21694196543761665
2025-04-02 13:00:00,1941.83,746.2546875,-1.0,-0.5173231483512195
2025-04-02 13:01:00,1943.09,746.2546875,-1.0,-0.6790668622277793
2025-04-02 13:02:00,1939.57,746.2546875,-1.0,-0.22721140758850009
2025-04-02 13:03:00,1937.3,746.2546875,-1.0,0.06418401344307978
2025-04-02 13:04:00,1935.95,746.2546875,-1.0,0.23748084973938352
2025-04-02 13:05:00,1934.97,746.2546875,-1.0,0.3632815160878222
2025-04-02 13:06:00,1934.49,746.2546875,-1.0,0.4248981689931811
2025-04-02 13:07:00,1932.47,746.2546875,-1.0,0.6842015833032211
2025-04-02 13:08:00,1930.12,746.2546875,-1.0,0.9858664464857135
2025-04-02 13:09:00,1929.08,746.2546875,-1.0,1.1193691944473148
2025-04-02 13:10:00,1927.1,746.2546875,-1.0,1.373537887681913
2025-04-02 13:11:00,1926.89,746.2546875,-1.0,1.400495173327982
2025-04-02 13:12:00,1922.83,746.2546875,-1.0,1.921669362485812
2025-04-02 13:13:00,1921.87,746.2546875,-1.0,2.04490266829653
2025-04-02 13:14:00,1926.35,746.2546875,-1.0,1.4698139078465329
2025-04-02 13:15:00,1923.57,746.2546875,-1.0,1.8266770225900528
2025-04-02 13:16:00,1920.32,746.2546875,-1.0,2.2438731099700715
2025-04-02 13:17:00,1924.86,746.2546875,-1.0,1.6610822679069117
2025-04-02 13:18:00,1926.13,746.2546875,-1.0,1.4980548737614623
2025-04-02 13:19:00,1926.11,746.2546875,-1.0,1.5006222342992122
2025-04-02 13:20:00,1926.89,746.2546875,-1.0,1.400495173327982
2025-04-02 13:21:00,1926.2,746.2546875,-1.0,1.4890691118794392
2025-04-02 13:22:00,1927.33,746.2546875,-1.0,1.344013241498094
2025-04-02 13:23:00,1923.93,746.2546875,-1.0,1.7804645329110191
2025-04-02 13:24:00,1923.12,746.2546875,-1.0,1.8844426346888306
2025-04-02 13:25:00,1922.5,746.2546875,-1.0,1.9640308113582354
2025-04-02 13:26:00,1922.77,746.2546875,-1.0,1.9293714440989747
2025-04-02 13:27:00,1925.56,746.2546875,-1.0,1.5712246490865942
2025-04-02 13:28:00,1927.36,746.2546875,-1.0,1.3401622006915128
2025-04-02 13:29:00,1926.61,746.2546875,-1.0,1.4364382208561324
2025-04-02 13:30:00,1925.4,746.2546875,-1.0,1.591763533388361
2025-04-02 13:31:00,1927.12,746.2546875,-1.0,1.3709705271441923
2025-04-02 13:32:00,1930.48,746.2546875,-1.0,0.9396539568066798
2025-04-02 13:33:00,1927.61,746.2546875,-1.0,1.3080701939699728
2025-04-02 13:34:00,1926.42,746.2546875,-1.0,1.4608281459644805
2025-04-02 13:35:00,1926.53,746.2546875,-1.0,1.446707663007016
2025-04-02 13:36:00,1921.02,746.2546875,-1.0,2.154015491149754
2025-04-02 13:37:00,1921.15,746.2546875,-1.0,2.1373276476545393
2025-04-02 13:38:00,1922.64,746.2546875,-1.0,1.9460592875941602
2025-04-02 13:39:00,1924.09,746.2546875,-1.0,1.7599256486092523
2025-04-02 13:40:00,1919.53,746.2546875,-1.0,2.345283851210133
2025-04-02 13:41:00,1918.88,746.2546875,-1.0,2.428723068686119
2025-04-02 13:42:00,1918.32,746.2546875,-1.0,2.5006091637423906
2025-04-02 13:43:00,1920.02,746.2546875,-1.0,2.2823835180359135
2025-04-02 13:44:00,1920.14,746.2546875,-1.0,2.266979354809559
2025-04-02 13:45:00,1922.82,746.2546875,-1.0,1.9229530427546726
2025-04-02 13:46:00,1920.95,746.2546875,-1.0,2.163001253031777
2025-04-02 13:47:00,1925.32,746.2546875,-1.0,1.6020329755392737
2025-04-02 13:48:00,1926.57,746.2546875,-1.0,1.4415729419315741
2025-04-02 13:49:00,1926.22,746.2546875,-1.0,1.4865017513417182
2025-04-02 13:50:00,1927.93,746.2546875,-1.0,1.266992425366381
2025-04-02 13:51:00,1924.47,746.2546875,-1.0,1.7111457983924976
2025-04-02 13:52:00,1920.23,746.2546875,-1.0,2.2554262323898153
2025-04-02 13:53:00,1924.87,746.2546875,-1.0,1.6597985876380512
2025-04-02 13:54:00,1926.55,746.2546875,-1.0,1.444140302469295
2025-04-02 13:55:00,1925.6,746.2546875,-1.0,1.5660899280111524
2025-04-02 13:56:00,1923.62,746.2546875,-1.0,1.8202586212457508
2025-04-02 13:57:00,1927.82,746.2546875,-1.0,1.2811129083238748
2025-04-02 13:58:00,1927.08,746.2546875,-1.0,1.3761052482196339
2025-04-02 13:59:00,1925.45,746.2546875,-1.0,1.5853451320440588
2025-04-02 14:00:00,1926.0,746.2546875,-1.0,1.514742717256677
2025-04-02 14:01:00,1927.46,746.2546875,-1.0,1.3273253980028794
2025-04-02 14:02:00,1928.59,746.2546875,-1.0,1.1822695276215343
2025-04-02 14:03:00,1921.33,746.2546875,-1.0,2.114221402815051
2025-04-02 14:04:00,1921.22,746.2546875,-1.0,2.128341885772516
2025-04-02 14:05:00,1917.66,746.2546875,-1.0,2.5853320614872373
2025-04-02 14:06:00,1915.74,746.2546875,-1.0,2.831798673108673
2025-04-02 14:07:00,1915.94,746.2546875,-1.0,2.8061250677314353
2025-04-02 14:08:00,1915.54,746.2546875,-1.0,2.857472278485911
2025-04-02 14:09:00,1915.55,746.2546875,-1.0,2.85618859821705
2025-04-02 14:10:00,1911.14,746.2546875,-1.0,3.422291596784995
2025-04-02 14:11:00,1909.29,746.2546875,-1.0,3.659772446524408
2025-04-02 14:12:00,1906.75,746.2546875,-1.0,3.9858272348152486
2025-04-02 14:13:00,1904.84,746.2546875,-1.0,4.231010166167824
2025-04-02 14:14:00,1902.35,746.2546875,-1.0,4.550646553114362
2025-04-02 14:15:00,1901.14,746.2546875,-1.0,4.705971865646591
2025-04-02 14:16:00,1901.94,746.2546875,-1.0,4.603277444137669
2025-04-02 14:17:00,1898.59,999.98128125,0.0,0.0
2025-04-02 14:18:00,1901.97,999.98128125,0.0,0.0
2025-04-02 14:19:00,1901.48,999.98128125,0.0,0.0
2025-04-02 14:20:00,1900.54,999.98128125,0.0,0.0
2025-04-02 14:21:00,1896.5,999.98128125,0.0,0.0
2025-04-02 14:22:00,1894.58,999.98128125,0.0,0.0
2025-04-02 14:23:00,1896.37,999.98128125,0.0,0.0
2025-04-02 14:24:00,1895.16,999.98128125,0.0,0.0
2025-04-02 14:25:00,1896.45,999.98128125,0.0,0.0
2025-04-02 14:26:00,1895.41,999.98128125,0.0,0.0
2025-04-02 14:27:00,1896.05,999.98128125,0.0,0.0
2025-04-02 14:28:00,1895.83,999.98128125,0.0,0.0
2025-04-02 14:29:00,1895.07,999.98128125,0.0,0.0
2025-04-02 14:30:00,1893.46,999.98128125,0.0,0.0
2025-04-02 14:31:00,1892.3,999.98128125,0.0,0.0
2025-04-02 14:32:00,1889.42,999.98128125,0.0,0.0
2025-04-02 14:33:00,1889.04,999.98128125,0.0,0.0
2025-04-02 14:34:00,1886.73,999.98128125,0.0,0.0
2025-04-02 14:35:00,1884.49,999.98128125,0.0,0.0
2025-04-02 14:36:00,1883.54,999.98128125,0.0,0.0
2025-04-02 14:37:00,1883.55,999.98128125,0.0,0.0
2025-04-02 14:38:00,1880.24,999.98128125,0.0,0.0
2025-04-02 14:39:00,1884.01,999.98128125,0.0,0.0
2025-04-02 14:40:00,1880.25,999.98128125,0.0,0.0
2025-04-02 14:41:00,1876.75,999.98128125,0.0,0.0
2025-04-02 14:42:00,1877.24,999.98128125,0.0,0.0
2025-04-02 14:43:00,1874.9,999.98128125,0.0,0.0
2025-04-02 14:44:00,1872.99,999.98128125,0.0,0.0
2025-04-02 14:45:00,1870.7,999.98128125,0.0,0.0
2025-04-02 14:46:00,1871.16,999.98128125,0.0,0.0
2025-04-02 14:47:00,1869.65,999.98128125,0.0,0.0
2025-04-02 14:48:00,1869.06,999.98128125,0.0,0.0
2025-04-02 14:49:00,1864.59,999.98128125,0.0,0.0
2025-04-02 14:50:00,1866.93,999.98128125,0.0,0.0
2025-04-02 14:51:00,1866.08,999.98128125,0.0,0.0
2025-04-02 14:52:00,1865.19,999.98128125,0.0,0.0
2025-04-02 14:53:00,1864.86,999.98128125,0.0,0.0
2025-04-02 14:54:00,1864.37,999.98128125,0.0,0.0
2025-04-02 14:55:00,1866.49,999.98128125,0.0,0.0
2025-04-02 14:56:00,1867.09,999.98128125,0.0,0.0
2025-04-02 14:57:00,1865.26,999.98128125,0.0,0.0
2025-04-02 14:58:00,1863.49,999.98128125,0.0,0.0
2025-04-02 14:59:00,1866.02,999.98128125,0.0,0.0
2025-04-02 15:00:00,1869.22,999.98128125,0.0,0.0
2025-04-02 15:01:00,1862.97,999.98128125,0.0,0.0
2025-04-02 15:02:00,1858.83,999.98128125,0.0,0.0
2025-04-02 15:03:00,1857.34,999.98128125,0.0,0.0
2025-04-02 15:04:00,1855.13,999.98128125,0.0,0.0
2025-04-02 15:05:00,1852.38,999.98128125,0.0,0.0
2025-04-02 15:06:00,1855.6,999.98128125,0.0,0.0
2025-04-02 15:07:00,1853.98,999.98128125,0.0,0.0
2025-04-02 15:08:00,1853.32,999.98128125,0.0,0.0
2025-04-02 15:09:00,1854.47,999.98128125,0.0,0.0
2025-04-02 15:10:00,1857.93,999.98128125,0.0,0.0
2025-04-02 15:11:00,1858.12,999.98128125,0.0,0.0
2025-04-02 15:12:00,1858.13,999.98128125,0.0,0.0
2025-04-02 15:13:00,1859.09,999.98128125,0.0,0.0
2025-04-02 15:14:00,1857.72,999.98128125,0.0,0.0
2025-04-02 15:15:00,1857.48,999.98128125,0.0,0.0
2025-04-02 15:16:00,1864.2,749.9859609375001,1.0,0.0
2025-04-02 15:17:00,1866.64,749.9859609375001,1.0,0.3272119845309053
2025-04-02 15:18:00,1867.32,749.9859609375001,1.0,0.41840220972801884
2025-04-02 15:19:00,1869.41,749.9859609375001,1.0,0.6986780489368813
2025-04-02 15:20:00,1872.37,749.9859609375001,1.0,1.0956237350890925
2025-04-02 15:21:00,1875.55,749.9859609375001,1.0,1.5220721411580582
2025-04-02 15:22:00,1876.81,749.9859609375001,1.0,1.6910422643174552
2025-04-02 15:23:00,1873.19,749.9859609375001,1.0,1.205588418415072
2025-04-02 15:24:00,1875.33,749.9859609375001,1.0,1.4925694212413343
2025-04-02 15:25:00,1874.74,749.9859609375001,1.0,1.4134484905555955
2025-04-02 15:26:00,1872.74,749.9859609375001,1.0,1.145241945858138
2025-04-02 15:27:00,1874.94,749.9859609375001,1.0,1.4402691450253473
2025-04-02 15:28:00,1874.74,749.9859609375001,1.0,1.4134484905555955
2025-04-02 15:29:00,1874.68,749.9859609375001,1.0,1.405402294214679
2025-04-02 15:30:00,1871.1,749.9859609375001,1.0,0.9253125792062096
2025-04-02 15:31:00,1870.47,749.9859609375001,1.0,0.8408275176265264
2025-04-02 15:32:00,1867.86,749.9859609375001,1.0,0.49081797679632744
2025-04-02 15:33:00,1865.25,749.9859609375001,1.0,0.14080843596615902
2025-04-02 15:34:00,1864.05,749.9859609375001,1.0,-0.020115490852321498
2025-04-02 15:35:00,1861.57,749.9859609375001,1.0,-0.35269160627717105
2025-04-02 15:36:00,1862.37,749.9859609375001,1.0,-0.24540898839819422
2025-04-02 15:37:00,1862.52,749.9859609375001,1.0,-0.22529349754587272
2025-04-02 15:38:00,1859.98,749.9859609375001,1.0,-0.5659158093116387
2025-04-02 15:39:00,1863.38,749.9859609375001,1.0,-0.10996468332594898
2025-04-02 15:40:00,1863.65,749.9859609375001,1.0,-0.07375679979179467
2025-04-02 15:41:00,1860.1,749.9859609375001,1.0,-0.5498234166298059
2025-04-02 15:42:00,1862.14,749.9859609375001,1.0,-0.2762527410383738
2025-04-02 15:43:00,1864.7,749.9859609375001,1.0,0.06705163617436434
2025-04-02 15:44:00,1869.97,749.9859609375001,1.0,0.773775881452162
2025-04-02 15:45:00,1869.71,749.9859609375001,1.0,0.7389090306414938
2025-04-02 15:46:00,1867.95,749.9859609375001,1.0,0.5028872713077326
2025-04-02 15:47:00,1869.35,749.9859609375001,1.0,0.6906318525959344
2025-04-02 15:48:00,1869.38,749.9859609375001,1.0,0.6946549507664231
2025-04-02 15:49:00,1866.09,749.9859609375001,1.0,0.25345518473908013
2025-04-02 15:50:00,1864.41,749.9859609375001,1.0,0.028161687193237903
2025-04-02 15:51:00,1863.31,749.9859609375001,1.0,-0.11935191239038194
2025-04-02 15:52:00,1863.12,749.9859609375001,1.0,-0.1448315341366477
2025-04-02 15:53:00,1864.82,749.9859609375001,1.0,0.08314402885619715
2025-04-02 15:54:00,1861.04,749.9859609375001,1.0,-0.4237663406219936
2025-04-02 15:55:00,1859.88,749.9859609375001,1.0,-0.5793261365464993
2025-04-02 15:56:00,1858.81,749.9859609375001,1.0,-0.722816637959661
2025-04-02 15:57:00,1852.93,749.9859609375001,1.0,-1.51134387937017
2025-04-02 15:58:00,1855.2,749.9859609375001,1.0,-1.2069294511385582
2025-04-02 15:59:00,1856.34,749.9859609375001,1.0,-1.0540517206610245
2025-04-02 16:00:00,1860.34,749.9859609375001,1.0,-0.5176386312661098
2025-04-02 16:01:00,1860.45,749.9859609375001,1.0,-0.5028872713077326
2025-04-02 16:02:00,1865.61,749.9859609375001,1.0,0.1890856140116879
2025-04-02 16:03:00,1862.58,749.9859609375001,1.0,-0.2172473012049563
2025-04-02 16:04:00,1861.49,749.9859609375001,1.0,-0.3634198680650596
2025-04-02 16:05:00,1861.84,749.9859609375001,1.0,-0.3164837227430168
2025-04-02 16:06:00,1856.88,749.9859609375001,1.0,-0.9816359535926854
2025-04-02 16:07:00,1859.08,749.9859609375001,1.0,-0.6866087544255067
2025-04-02 16:08:00,1861.37,749.9859609375001,1.0,-0.3795122607469229
2025-04-02 16:09:00,1864.06,749.9859609375001,1.0,-0.018774458128835433
2025-04-02 16:10:00,1866.14,749.9859609375001,1.0,0.26016034835654095
2025-04-02 16:11:00,1866.84,749.9859609375001,1.0,0.35403263900062665
2025-04-02 16:12:00,1865.77,749.9859609375001,1.0,0.2105421375874955
2025-04-02 16:13:00,1867.44,749.9859609375001,1.0,0.43449460240988214
2025-04-02 16:14:00,1873.31,749.9859609375001,1.0,1.2216808110969049
2025-04-02 16:15:00,1868.34,749.9859609375001,1.0,0.5551875475237197
2025-04-02 16:16:00,1871.09,749.9859609375001,1.0,0.9239715464827235
2025-04-02 16:17:00,1869.79,749.9859609375001,1.0,0.7496372924293824
2025-04-02 16:18:00,1873.13,749.9859609375001,1.0,1.1975422220741556
2025-04-02 16:19:00,1874.75,749.9859609375001,1.0,1.4147895232790815
2025-04-02 16:20:00,1876.23,749.9859609375001,1.0,1.6132623663552024
2025-04-02 16:21:00,1874.52,749.9859609375001,1.0,1.3839457706388714
2025-04-02 16:22:00,1872.49,749.9859609375001,1.0,1.111716127770956
2025-04-02 16:23:00,1868.19,749.9859609375001,1.0,0.5350720566714287
2025-04-02 16:24:00,1866.36,749.9859609375001,1.0,0.28966306827323446
2025-04-02 16:25:00,1867.64,749.9859609375001,1.0,0.461315256879634
2025-04-02 16:26:00,1875.44,749.9859609375001,1.0,1.5073207811997116
2025-04-02 16:27:00,1876.64,749.9859609375001,1.0,1.6682447080181921
2025-04-02 16:28:00,1874.71,749.9859609375001,1.0,1.4094253923851372
2025-04-02 16:29:00,1878.42,749.9859609375001,1.0,1.9069485327989255
2025-04-02 16:30:00,1877.59,749.9859609375001,1.0,1.79564281674946
2025-04-02 16:31:00,1876.74,749.9859609375001,1.0,1.6816550352530528
